Date and Time,Seconds,Pressure (mmHg),Temperature (C),Level Depth To Water (mm)
21/07/2022 00:00,273600,751.382,8.045,275.144
21/07/2022 01:00,277200,751.259,8.045,276.82
21/07/2022 02:00,280800,751.792,8.045,269.561
21/07/2022 03:00,284400,752.08,8.045,265.651
21/07/2022 04:00,288000,751.998,8.045,266.77
21/07/2022 05:00,291600,752.326,8.045,262.303
21/07/2022 06:00,295200,752.746,8.099,256.591
21/07/2022 07:00,298800,752.869,8.099,254.916
21/07/2022 08:00,302400,753.279,8.099,249.332
21/07/2022 09:00,306000,753.721,8.045,243.316
21/07/2022 10:00,309600,753.73,8.099,243.19
21/07/2022 11:00,313200,753.885,8.045,241.083
21/07/2022 12:00,316800,753.935,8.099,240.398
21/07/2022 13:00,320400,754.264,8.099,235.933
21/07/2022 14:00,324000,754.099,8.099,238.166
21/07/2022 15:00,327600,754.336,8.045,234.94
21/07/2022 16:00,331200,754.387,8.099,234.255
21/07/2022 17:00,334800,754.387,8.099,234.255
21/07/2022 18:00,338400,754.51,8.099,232.58
21/07/2022 19:00,342000,754.674,8.099,230.348
21/07/2022 20:00,345600,754.674,8.099,230.348
21/07/2022 21:00,349200,754.797,8.099,228.673
21/07/2022 22:00,352800,754.92,8.099,226.997
21/07/2022 23:00,356400,755.299,8.154,221.846
22/07/2022 00:00,360000,754.797,8.099,228.673
22/07/2022 01:00,363600,754.715,8.099,229.791
22/07/2022 02:00,367200,754.355,8.154,234.688
22/07/2022 03:00,370800,754.305,8.099,235.373
22/07/2022 04:00,374400,754.191,8.154,236.922
22/07/2022 05:00,378000,753.935,8.099,240.398
22/07/2022 06:00,381600,753.986,8.154,239.715
22/07/2022 07:00,385200,753.904,8.154,240.83
22/07/2022 08:00,388800,753.945,8.154,240.271
22/07/2022 09:00,392400,754.109,8.154,238.038
22/07/2022 10:00,396000,753.904,8.154,240.83
22/07/2022 11:00,399600,753.945,8.154,240.271
22/07/2022 12:00,403200,754.068,8.154,238.598
22/07/2022 13:00,406800,753.699,8.154,243.622
22/07/2022 14:00,410400,753.616,8.154,244.739
22/07/2022 15:00,414000,753.37,8.154,248.091
22/07/2022 16:00,417600,753.165,8.154,250.881
22/07/2022 17:00,421200,752.673,8.154,257.581
22/07/2022 18:00,424800,752.714,8.154,257.024
22/07/2022 19:00,428400,752.641,8.208,258.016
22/07/2022 20:00,432000,752.591,8.154,258.698
22/07/2022 21:00,435600,752.714,8.154,257.024
22/07/2022 22:00,439200,752.641,8.208,258.016
22/07/2022 23:00,442800,752.427,8.154,260.932
23/07/2022 00:00,446400,752.518,8.208,259.689
23/07/2022 01:00,450000,751.943,8.208,267.507
23/07/2022 02:00,453600,751.779,8.208,269.739
23/07/2022 03:00,457200,751.615,8.208,271.975
23/07/2022 04:00,460800,751.401,8.154,274.893
23/07/2022 05:00,464400,751.533,8.208,273.091
23/07/2022 06:00,468000,751.41,8.208,274.766
23/07/2022 07:00,471600,751.41,8.208,274.766
23/07/2022 08:00,475200,751.287,8.208,276.44
23/07/2022 09:00,478800,751.328,8.208,275.882
23/07/2022 10:00,482400,751.328,8.208,275.882
23/07/2022 11:00,486000,751.337,8.263,275.756
23/07/2022 12:00,489600,751.501,8.263,273.522
23/07/2022 13:00,493200,751.164,8.208,278.117
23/07/2022 14:00,496800,750.681,8.263,284.691
23/07/2022 15:00,500400,750.343,8.208,289.284
23/07/2022 16:00,504000,750.147,8.263,291.951
23/07/2022 17:00,507600,749.655,8.263,298.651
23/07/2022 18:00,511200,749.45,8.263,301.443
23/07/2022 19:00,514800,749.286,8.263,303.676
23/07/2022 20:00,518400,749.039,8.263,307.027
23/07/2022 21:00,522000,748.424,8.263,315.401
23/07/2022 22:00,525600,748.342,8.263,316.52
23/07/2022 23:00,529200,747.932,8.263,322.104
24/07/2022 00:00,532800,747.849,8.263,323.223
24/07/2022 01:00,536400,746.947,8.263,335.506
24/07/2022 02:00,540000,746.176,8.317,345.989
24/07/2022 03:00,543600,746.249,8.263,344.998
24/07/2022 04:00,547200,746.126,8.263,346.675
24/07/2022 05:00,550800,746.29,8.263,344.44
24/07/2022 06:00,554400,746.751,8.317,338.171
24/07/2022 07:00,558000,746.505,8.317,341.522
24/07/2022 08:00,561600,747.038,8.317,334.264
24/07/2022 09:00,565200,747.612,8.317,326.444
24/07/2022 10:00,568800,747.531,8.317,327.561
24/07/2022 11:00,572400,747.941,8.317,321.978
24/07/2022 12:00,576000,748.146,8.317,319.187
24/07/2022 13:00,579600,747.777,8.317,324.213
24/07/2022 14:00,583200,747.818,8.317,323.653
24/07/2022 15:00,586800,747.448,8.317,328.68
24/07/2022 16:00,590400,747.038,8.317,334.264
24/07/2022 17:00,594000,746.71,8.317,338.73
24/07/2022 18:00,597600,746.258,8.317,344.874
24/07/2022 19:00,601200,746.34,8.317,343.757
24/07/2022 20:00,604800,746.423,8.317,342.638
24/07/2022 21:00,608400,746.505,8.317,341.522
24/07/2022 22:00,612000,746.965,8.372,335.254
24/07/2022 23:00,615600,746.391,8.372,343.072
25/07/2022 00:00,619200,746.71,8.317,338.73
25/07/2022 01:00,622800,747.243,8.317,331.472
25/07/2022 02:00,626400,747.211,8.372,331.903
25/07/2022 03:00,630000,747.704,8.372,325.202
25/07/2022 04:00,633600,747.202,8.317,332.028
25/07/2022 05:00,637200,746.883,8.372,336.37
25/07/2022 06:00,640800,747.704,8.372,325.202
25/07/2022 07:00,644400,748.237,8.372,317.943
25/07/2022 08:00,648000,749.017,8.372,307.333
25/07/2022 09:00,651600,749.92,8.372,295.048
25/07/2022 10:00,655200,751.028,8.372,279.971
25/07/2022 11:00,658800,752.094,8.372,265.45
25/07/2022 12:00,662400,752.874,8.372,254.841
25/07/2022 13:00,666000,753.366,8.372,248.142
25/07/2022 14:00,669600,754.023,8.372,239.205
25/07/2022 15:00,673200,754.803,8.372,228.596
25/07/2022 16:00,676800,755.5,8.372,219.102
25/07/2022 17:00,680400,758.71,8.426,175.421
25/07/2022 18:00,684000,761.377,8.426,139.121
25/07/2022 19:00,687600,763.214,8.372,114.123
25/07/2022 20:00,691200,764.076,8.372,102.397
25/07/2022 21:00,694800,764.783,8.426,92.774
25/07/2022 22:00,698400,764.906,8.426,91.1
25/07/2022 23:00,702000,765.85,8.426,78.257
26/07/2022 00:00,705600,765.768,8.426,79.372
26/07/2022 01:00,709200,766.26,8.426,72.673
26/07/2022 02:00,712800,767.409,8.426,57.035
26/07/2022 03:00,716400,767.614,8.426,54.244
26/07/2022 04:00,720000,767.779,8.426,52.012
26/07/2022 05:00,723600,768.025,8.426,48.659
26/07/2022 06:00,727200,768.312,8.426,44.751
26/07/2022 07:00,730800,768.763,8.426,38.608
26/07/2022 08:00,734400,768.804,8.426,38.051
26/07/2022 09:00,738000,769.379,8.426,30.232
26/07/2022 10:00,741600,769.42,8.426,29.675
26/07/2022 11:00,745200,769.963,8.48,22.284
26/07/2022 12:00,748800,769.871,8.426,23.533
26/07/2022 13:00,752400,769.511,8.48,28.428
26/07/2022 14:00,756000,769.912,8.426,22.973
26/07/2022 15:00,759600,769.758,8.48,25.077
26/07/2022 16:00,763200,769.758,8.48,25.077
26/07/2022 17:00,766800,769.676,8.48,26.193
26/07/2022 18:00,770400,769.256,8.426,31.907
26/07/2022 19:00,774000,769.553,8.48,27.869
26/07/2022 20:00,777600,769.224,8.48,32.336
26/07/2022 21:00,781200,769.676,8.48,26.193
26/07/2022 22:00,784800,769.922,8.48,22.844
26/07/2022 23:00,788400,769.963,8.48,22.284
27/07/2022 00:00,792000,769.963,8.48,22.284
27/07/2022 01:00,795600,769.758,8.48,25.077
27/07/2022 02:00,799200,769.388,8.48,30.101
27/07/2022 03:00,802800,769.224,8.48,32.336
27/07/2022 04:00,806400,768.773,8.48,38.48
27/07/2022 05:00,810000,768.896,8.48,36.804
27/07/2022 06:00,813600,768.577,8.535,41.14
27/07/2022 07:00,817200,768.773,8.48,38.48
27/07/2022 08:00,820800,768.732,8.48,39.037
27/07/2022 09:00,824400,768.814,8.48,37.921
27/07/2022 10:00,828000,768.855,8.48,37.362
27/07/2022 11:00,831600,768.773,8.48,38.48
27/07/2022 12:00,835200,768.24,8.48,45.736
27/07/2022 13:00,838800,767.798,8.535,51.751
27/07/2022 14:00,842400,767.798,8.535,51.751
27/07/2022 15:00,846000,767.501,8.48,55.789
27/07/2022 16:00,849600,767.264,8.535,59.009
27/07/2022 17:00,853200,766.844,8.48,64.723
27/07/2022 18:00,856800,766.526,8.535,69.063
27/07/2022 19:00,860400,766.443,8.535,70.18
27/07/2022 20:00,864000,766.608,8.535,67.945
27/07/2022 21:00,867600,766.434,8.48,70.309
27/07/2022 22:00,871200,766.526,8.535,69.063
27/07/2022 23:00,874800,766.649,8.535,67.388
28/07/2022 00:00,878400,766.362,8.535,71.295
28/07/2022 01:00,882000,766.115,8.535,74.647
28/07/2022 02:00,885600,765.91,8.535,77.438
28/07/2022 03:00,889200,765.787,8.535,79.114
28/07/2022 04:00,892800,765.418,8.535,84.14
28/07/2022 05:00,896400,765.787,8.535,79.114
28/07/2022 06:00,900000,765.91,8.535,77.438
28/07/2022 07:00,903600,766.033,8.535,75.762
28/07/2022 08:00,907200,766.279,8.535,72.414
28/07/2022 09:00,910800,766.362,8.535,71.295
28/07/2022 10:00,914400,766.403,8.535,70.736
28/07/2022 11:00,918000,766.576,8.589,68.374
28/07/2022 12:00,921600,766.617,8.589,67.815
28/07/2022 13:00,925200,766.945,8.589,63.349
28/07/2022 14:00,928800,766.494,8.589,69.489
28/07/2022 15:00,932400,766.658,8.589,67.257
28/07/2022 16:00,936000,766.453,8.589,70.051
28/07/2022 17:00,939600,766.125,8.589,74.517
28/07/2022 18:00,943200,766.403,8.535,70.736
28/07/2022 19:00,946800,766.166,8.589,73.958
28/07/2022 20:00,950400,766.485,8.535,69.621
28/07/2022 21:00,954000,766.781,8.589,65.579
28/07/2022 22:00,957600,766.463,8.643,69.92
28/07/2022 23:00,961200,766.772,8.535,65.711
29/07/2022 00:00,964800,766.987,8.589,62.788
29/07/2022 01:00,968400,767.889,8.589,50.504
29/07/2022 02:00,972000,768.423,8.589,43.244
29/07/2022 03:00,975600,768.136,8.589,47.152
29/07/2022 04:00,979200,768.259,8.589,45.476
29/07/2022 05:00,982800,768.546,8.589,41.569
29/07/2022 06:00,986400,769.244,8.589,32.074
29/07/2022 07:00,990000,769.408,8.589,29.842
29/07/2022 08:00,993600,769.581,8.643,27.477
29/07/2022 09:00,997200,769.777,8.589,24.816
29/07/2022 10:00,1000800,769.818,8.589,24.256
29/07/2022 11:00,1004400,769.736,8.589,25.375
29/07/2022 12:00,1008000,769.736,8.589,25.375
29/07/2022 13:00,1011600,769.294,8.643,31.386
29/07/2022 14:00,1015200,769.212,8.643,32.504
29/07/2022 15:00,1018800,768.874,8.589,37.101
29/07/2022 16:00,1022400,768.884,8.643,36.969
29/07/2022 17:00,1026000,768.473,8.643,42.554
29/07/2022 18:00,1029600,768.473,8.643,42.554
29/07/2022 19:00,1033200,768.095,8.589,47.712
29/07/2022 20:00,1036800,767.776,8.643,52.048
29/07/2022 21:00,1040400,768.145,8.643,47.022
29/07/2022 22:00,1044000,767.612,8.643,54.281
29/07/2022 23:00,1047600,767.324,8.643,58.194
30/07/2022 00:00,1051200,767.201,8.643,59.865
30/07/2022 01:00,1054800,766.791,8.643,65.451
30/07/2022 02:00,1058400,766.34,8.643,71.594
30/07/2022 03:00,1062000,765.642,8.643,81.086
30/07/2022 04:00,1065600,765.355,8.643,84.997
30/07/2022 05:00,1069200,764.78,8.643,92.814
30/07/2022 06:00,1072800,764.739,8.643,93.373
30/07/2022 07:00,1076400,764.124,8.643,101.75
30/07/2022 08:00,1080000,764.986,8.643,90.021
30/07/2022 09:00,1083600,764.698,8.643,93.933
30/07/2022 10:00,1087200,764.657,8.643,94.488
30/07/2022 11:00,1090800,764.954,8.698,90.45
30/07/2022 12:00,1094400,764.862,8.643,91.698
30/07/2022 13:00,1098000,764.986,8.643,90.021
30/07/2022 14:00,1101600,764.749,8.698,93.242
30/07/2022 15:00,1105200,764.821,8.643,92.255
30/07/2022 16:00,1108800,764.657,8.643,94.488
30/07/2022 17:00,1112400,764.657,8.643,94.488
30/07/2022 18:00,1116000,764.585,8.698,95.478
30/07/2022 19:00,1119600,764.698,8.643,93.933
30/07/2022 20:00,1123200,765.2,8.698,87.1
30/07/2022 21:00,1126800,765.159,8.698,87.657
30/07/2022 22:00,1130400,765.2,8.698,87.1
30/07/2022 23:00,1134000,764.78,8.643,92.814
31/07/2022 00:00,1137600,764.79,8.698,92.684
31/07/2022 01:00,1141200,764.626,8.698,94.917
31/07/2022 02:00,1144800,764.256,8.698,99.944
31/07/2022 03:00,1148400,763.969,8.698,103.853
31/07/2022 04:00,1152000,764.092,8.698,102.178
31/07/2022 05:00,1155600,763.846,8.698,105.527
31/07/2022 06:00,1159200,764.01,8.698,103.294
31/07/2022 07:00,1162800,765.529,8.698,82.63
31/07/2022 08:00,1166400,766.883,8.698,64.201
31/07/2022 09:00,1170000,767.129,8.698,60.852
31/07/2022 10:00,1173600,767.129,8.698,60.852
31/07/2022 11:00,1177200,767.703,8.698,53.034
31/07/2022 12:00,1180800,767.817,8.643,51.492
31/07/2022 13:00,1184400,767.867,8.698,50.801
31/07/2022 14:00,1188000,767.867,8.698,50.801
31/07/2022 15:00,1191600,768.155,8.698,46.89
31/07/2022 16:00,1195200,768.196,8.698,46.333
31/07/2022 17:00,1198800,768.319,8.698,44.658
31/07/2022 18:00,1202400,768.36,8.698,44.1
31/07/2022 19:00,1206000,768.524,8.698,41.865
31/07/2022 20:00,1209600,768.821,8.752,37.826
31/07/2022 21:00,1213200,768.77,8.698,38.516
31/07/2022 22:00,1216800,768.852,8.698,37.398
31/07/2022 23:00,1220400,768.934,8.698,36.281
01/08/2022 00:00,1224000,769.058,8.698,34.604
01/08/2022 01:00,1227600,768.524,8.698,41.865
01/08/2022 02:00,1231200,768.524,8.698,41.865
01/08/2022 03:00,1234800,768.483,8.698,42.424
01/08/2022 04:00,1238400,767.959,8.752,49.552
01/08/2022 05:00,1242000,767.785,8.698,51.918
01/08/2022 06:00,1245600,767.621,8.698,54.152
01/08/2022 07:00,1249200,768.073,8.698,48.008
01/08/2022 08:00,1252800,767.836,8.752,51.229
01/08/2022 09:00,1256400,767.826,8.698,51.361
01/08/2022 10:00,1260000,767.508,8.752,55.695
01/08/2022 11:00,1263600,767.58,8.698,54.711
01/08/2022 12:00,1267200,767.056,8.752,61.837
01/08/2022 13:00,1270800,766.728,8.752,66.306
01/08/2022 14:00,1274400,766.482,8.752,69.659
01/08/2022 15:00,1278000,766.031,8.752,75.799
01/08/2022 16:00,1281600,765.538,8.752,82.501
01/08/2022 17:00,1285200,765.333,8.752,85.294
01/08/2022 18:00,1288800,764.881,8.752,91.437
01/08/2022 19:00,1292400,764.02,8.752,103.164
01/08/2022 20:00,1296000,764.01,8.698,103.294
01/08/2022 21:00,1299600,764.43,8.752,97.58
01/08/2022 22:00,1303200,764.307,8.752,99.255
01/08/2022 23:00,1306800,764.512,8.752,96.461
02/08/2022 00:00,1310400,764.348,8.752,98.695
02/08/2022 01:00,1314000,763.805,8.698,106.086
02/08/2022 02:00,1317600,763.773,8.752,106.514
02/08/2022 03:00,1321200,763.609,8.752,108.749
02/08/2022 04:00,1324800,762.542,8.752,123.268
02/08/2022 05:00,1328400,762.142,8.806,128.723
02/08/2022 06:00,1332000,761.804,8.752,133.32
02/08/2022 07:00,1335600,761.434,8.752,138.346
02/08/2022 08:00,1339200,761.106,8.752,142.813
02/08/2022 09:00,1342800,760.942,8.752,145.047
02/08/2022 10:00,1346400,760.891,8.698,145.736
02/08/2022 11:00,1350000,760.819,8.752,146.722
02/08/2022 12:00,1353600,761.352,8.752,139.464
02/08/2022 13:00,1357200,761.28,8.806,140.449
02/08/2022 14:00,1360800,761.28,8.806,140.449
02/08/2022 15:00,1364400,761.27,8.752,140.579
02/08/2022 16:00,1368000,761.393,8.752,138.903
02/08/2022 17:00,1371600,760.91,8.806,145.478
02/08/2022 18:00,1375200,760.983,8.752,144.488
02/08/2022 19:00,1378800,760.491,8.752,151.188
02/08/2022 20:00,1382400,760.541,8.806,150.501
02/08/2022 21:00,1386000,760.5,8.806,151.063
02/08/2022 22:00,1389600,760.244,8.752,154.541
02/08/2022 23:00,1393200,759.597,8.806,163.349
03/08/2022 00:00,1396800,759.465,8.752,165.151
03/08/2022 01:00,1400400,759.72,8.806,161.672
03/08/2022 02:00,1404000,759.679,8.806,162.23
03/08/2022 03:00,1407600,759.638,8.806,162.789
03/08/2022 04:00,1411200,759.351,8.806,166.697
03/08/2022 05:00,1414800,759.269,8.806,167.817
03/08/2022 06:00,1418400,759.064,8.806,170.605
03/08/2022 07:00,1422000,758.941,8.806,172.282
03/08/2022 08:00,1425600,759.762,8.806,161.113
03/08/2022 09:00,1429200,759.875,8.752,159.567
03/08/2022 10:00,1432800,760.45,8.752,151.749
03/08/2022 11:00,1436400,760.828,8.806,146.592
03/08/2022 12:00,1440000,760.828,8.806,146.592
03/08/2022 13:00,1443600,761.198,8.806,141.569
03/08/2022 14:00,1447200,761.886,8.752,132.203
03/08/2022 15:00,1450800,762.306,8.806,126.489
03/08/2022 16:00,1454400,762.05,8.752,129.969
03/08/2022 17:00,1458000,762.356,8.86,125.8
03/08/2022 18:00,1461600,762.183,8.806,128.163
03/08/2022 19:00,1465200,762.069,8.86,129.708
03/08/2022 20:00,1468800,762.11,8.86,129.15
03/08/2022 21:00,1472400,762.52,8.86,123.566
03/08/2022 22:00,1476000,762.429,8.806,124.812
03/08/2022 23:00,1479600,762.552,8.806,123.139
04/08/2022 00:00,1483200,763.168,8.806,114.762
04/08/2022 01:00,1486800,763.218,8.86,114.072
04/08/2022 02:00,1490400,763.126,8.806,115.319
04/08/2022 03:00,1494000,763.044,8.806,116.438
04/08/2022 04:00,1497600,763.054,8.86,116.307
04/08/2022 05:00,1501200,762.972,8.86,117.423
04/08/2022 06:00,1504800,762.798,8.806,119.786
04/08/2022 07:00,1508400,763.126,8.806,115.319
04/08/2022 08:00,1512000,763.546,8.86,109.605
04/08/2022 09:00,1515600,763.752,8.86,106.813
04/08/2022 10:00,1519200,764.367,8.86,98.435
04/08/2022 11:00,1522800,764.819,8.86,92.293
04/08/2022 12:00,1526400,765.219,8.806,86.837
04/08/2022 13:00,1530000,765.639,8.86,81.124
04/08/2022 14:00,1533600,765.671,8.806,80.695
04/08/2022 15:00,1537200,765.845,8.86,78.331
04/08/2022 16:00,1540800,765.968,8.86,76.655
04/08/2022 17:00,1544400,766.009,8.86,76.096
04/08/2022 18:00,1548000,766.245,8.806,72.877
04/08/2022 19:00,1551600,766.378,8.86,71.07
04/08/2022 20:00,1555200,766.829,8.86,64.927
04/08/2022 21:00,1558800,766.829,8.86,64.927
04/08/2022 22:00,1562400,767.271,8.806,58.917
04/08/2022 23:00,1566000,767.404,8.86,57.11
05/08/2022 00:00,1569600,767.568,8.86,54.875
05/08/2022 01:00,1573200,767.404,8.86,57.11
05/08/2022 02:00,1576800,767.486,8.86,55.991
05/08/2022 03:00,1580400,767.158,8.86,60.459
05/08/2022 04:00,1584000,767.167,8.914,60.328
05/08/2022 05:00,1587600,767.322,8.86,58.225
05/08/2022 06:00,1591200,767.609,8.86,54.316
05/08/2022 07:00,1594800,767.404,8.86,57.11
05/08/2022 08:00,1598400,767.783,8.914,51.951
05/08/2022 09:00,1602000,768.184,8.86,46.496
05/08/2022 10:00,1605600,767.978,8.86,49.292
05/08/2022 11:00,1609200,768.266,8.86,45.383
05/08/2022 12:00,1612800,768.43,8.86,43.148
05/08/2022 13:00,1616400,768.563,8.914,41.341
05/08/2022 14:00,1620000,768.973,8.914,35.757
05/08/2022 15:00,1623600,769.219,8.914,32.405
05/08/2022 16:00,1627200,769.374,8.86,30.302
05/08/2022 17:00,1630800,769.507,8.914,28.494
05/08/2022 18:00,1634400,769.876,8.914,23.468
05/08/2022 19:00,1638000,770.286,8.914,17.884
05/08/2022 20:00,1641600,770.491,8.914,15.092
05/08/2022 21:00,1645200,770.656,8.914,12.859
05/08/2022 22:00,1648800,771.23,8.914,5.038
05/08/2022 23:00,1652400,771.322,8.968,3.792
06/08/2022 00:00,1656000,771.846,8.914,-3.337
06/08/2022 01:00,1659600,771.805,8.914,-2.778
06/08/2022 02:00,1663200,772.01,8.914,-5.569
06/08/2022 03:00,1666800,771.805,8.914,-2.778
06/08/2022 04:00,1670400,772.01,8.914,-5.569
06/08/2022 05:00,1674000,771.805,8.914,-2.778
06/08/2022 06:00,1677600,771.814,8.968,-2.91
06/08/2022 07:00,1681200,772.133,8.914,-7.247
06/08/2022 08:00,1684800,772.471,8.968,-11.847
06/08/2022 09:00,1688400,772.635,8.968,-14.08
06/08/2022 10:00,1692000,772.42,8.914,-11.156
06/08/2022 11:00,1695600,772.676,8.968,-14.638
06/08/2022 12:00,1699200,772.922,8.968,-17.989
06/08/2022 13:00,1702800,772.584,8.914,-13.388
06/08/2022 14:00,1706400,772.553,8.968,-12.963
06/08/2022 15:00,1710000,772.338,8.914,-10.039
06/08/2022 16:00,1713600,771.978,8.968,-5.144
06/08/2022 17:00,1717200,771.558,8.914,0.571
06/08/2022 18:00,1720800,771.281,8.968,4.35
06/08/2022 19:00,1724400,771.117,8.968,6.582
06/08/2022 20:00,1728000,771.117,8.968,6.582
06/08/2022 21:00,1731600,770.994,8.968,8.258
06/08/2022 22:00,1735200,771.076,8.968,7.142
06/08/2022 23:00,1738800,770.738,8.914,11.742
07/08/2022 00:00,1742400,770.583,8.968,13.843
07/08/2022 01:00,1746000,770.501,8.968,14.959
07/08/2022 02:00,1749600,770.378,8.968,16.636
07/08/2022 03:00,1753200,769.895,9.022,23.205
07/08/2022 04:00,1756800,769.68,8.968,26.129
07/08/2022 05:00,1760400,769.475,8.968,28.921
07/08/2022 06:00,1764000,769.147,8.968,33.389
07/08/2022 07:00,1767600,769.147,8.968,33.389
07/08/2022 08:00,1771200,769.403,9.022,29.907
07/08/2022 09:00,1774800,769.147,8.968,33.389
07/08/2022 10:00,1778400,769.229,8.968,32.272
07/08/2022 11:00,1782000,769.639,8.968,26.688
07/08/2022 12:00,1785600,769.321,9.022,31.022
07/08/2022 13:00,1789200,769.475,8.968,28.921
07/08/2022 14:00,1792800,769.024,8.968,35.064
07/08/2022 15:00,1796400,769.024,8.968,35.064
07/08/2022 16:00,1800000,768.992,9.022,35.492
07/08/2022 17:00,1803600,769.188,8.968,32.832
07/08/2022 18:00,1807200,769.567,9.022,27.673
07/08/2022 19:00,1810800,769.434,8.968,29.48
07/08/2022 20:00,1814400,769.526,9.022,28.231
07/08/2022 21:00,1818000,769.936,9.022,22.646
07/08/2022 22:00,1821600,770.183,9.022,19.295
07/08/2022 23:00,1825200,769.895,9.022,23.205
08/08/2022 00:00,1828800,770.05,8.968,21.103
08/08/2022 01:00,1832400,770.183,9.022,19.295
08/08/2022 02:00,1836000,770.141,9.022,19.854
08/08/2022 03:00,1839600,769.968,8.968,22.22
08/08/2022 04:00,1843200,770.265,9.022,18.181
08/08/2022 05:00,1846800,770.173,8.968,19.429
08/08/2022 06:00,1850400,770.511,9.022,14.826
08/08/2022 07:00,1854000,770.675,9.022,12.596
08/08/2022 08:00,1857600,770.675,9.022,12.596
08/08/2022 09:00,1861200,770.871,8.968,9.933
08/08/2022 10:00,1864800,771.076,8.968,7.142
08/08/2022 11:00,1868400,770.88,9.022,9.801
08/08/2022 12:00,1872000,770.716,9.022,12.036
08/08/2022 13:00,1875600,770.624,8.968,13.286
08/08/2022 14:00,1879200,770.747,8.968,11.61
08/08/2022 15:00,1882800,770.706,8.968,12.167
08/08/2022 16:00,1886400,770.46,8.968,15.52
